Date,PortfolioValue,AAPL,TSLA,MSTR,GME,AMZN,MSFT,NVDA,META,UNH,V,JPM,IBKR,RBLX,DKNG,CELH,SOFI,HOOD,ABNB,PEP,COST,AMD,GOOG,MRK,CSCO,WMT,BA,C,DIS,CRM,AMGN,LOW,GS,WBA,PYPL,ADBE,NKE,ORCL,TXN,PFE,INTC,BKNG,GE,UPS,T,VRTX,MDT,CVX,ABBV,MCD,BLK,FDX,CAT,ZM,TEAM,DDOG,SHOP,LYFT,UBER,TWLO,DOCU,RIVN,F,GM,XOM,OXY,PSX,APA,WBD,SBUX,BK,MS,ETSY,PANW,ZS,ANET,LULU,DE,SPOT,CHTR,MAR,HON,NOW,ADP,TMO,AVGO,KLAC,MPC,DFS,MTCH,EBAY,ALGN,CRWD,DD,GLW,VRSK,ILMN,REGN,SWKS,FTNT,ROST,BBY,AES,DRI,ULTA,IDXX,APPF,INSM,FND,RUN,BL,FOUR,ESTC,NEOG,RGEN,VRT,MGNI,LMND,WOLF,XLF,XLK,XLY,XLE,XLV,XLI,XLB,XLU,XME,XOP,XRT,SPY,QQQ,IVV,VTI,IWM,DIA
2019-01-16,1030453.389717102,0.00%,4.41%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.02%,0.00%,5.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.36%,2.06%,0.00%,0.00%,0.00%,0.00%,9.60%,0.30%,0.00%,0.00%,0.00%,5.89%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.56%,0.00%,8.34%,0.00%,0.00%,4.59%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.67%,0.00%,0.00%,0.00%,0.00%,2.67%,0.00%,0.00%,2.46%,0.00%,0.00%,1.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.53%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.73%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-01-17,1036118.2765254974,0.00%,4.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.99%,0.00%,5.09%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.36%,2.06%,0.00%,0.00%,0.00%,0.00%,9.59%,0.30%,0.00%,0.00%,0.00%,5.94%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.54%,0.00%,8.35%,0.00%,0.00%,4.61%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.68%,0.00%,0.00%,0.00%,0.00%,2.68%,0.00%,0.00%,2.49%,0.00%,0.00%,1.59%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-01-18,1036237.1549320221,0.00%,3.83%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.05%,0.00%,5.18%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.36%,2.08%,0.00%,0.00%,0.00%,0.00%,9.68%,0.31%,0.00%,0.00%,0.00%,6.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.63%,0.00%,8.32%,0.00%,0.00%,4.65%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.70%,0.00%,0.00%,0.00%,0.00%,2.68%,0.00%,0.00%,2.61%,0.00%,0.00%,1.57%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.72%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-01-22,1031481.9588012695,0.00%,3.81%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.07%,0.00%,5.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.36%,2.08%,0.00%,0.00%,0.00%,0.00%,9.71%,0.30%,0.00%,0.00%,0.00%,5.97%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.56%,0.00%,8.33%,0.00%,0.00%,4.72%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.64%,0.00%,0.00%,0.00%,0.00%,2.69%,0.00%,0.00%,2.58%,0.00%,0.00%,1.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.85%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-01-23,1036082.8463287354,0.00%,3.65%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.07%,0.00%,5.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,2.07%,0.00%,0.00%,0.00%,0.00%,9.78%,0.30%,0.00%,0.00%,0.00%,5.93%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.61%,0.00%,8.31%,0.00%,0.00%,4.74%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.63%,0.00%,0.00%,0.00%,0.00%,2.72%,0.00%,0.00%,2.57%,0.00%,0.00%,1.54%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.56%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.96%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-01-24,1037256.8177242279,0.00%,3.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.06%,0.00%,5.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.36%,2.05%,0.00%,0.00%,0.00%,0.00%,9.74%,0.30%,0.00%,0.00%,0.00%,5.91%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.52%,0.00%,8.30%,0.00%,0.00%,4.76%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.68%,0.00%,0.00%,0.00%,0.00%,2.78%,0.00%,0.00%,2.55%,0.00%,0.00%,1.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.52%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.04%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-01-25,1033358.4051761627,0.00%,3.78%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.09%,0.00%,5.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.36%,2.04%,0.00%,0.00%,0.00%,0.00%,9.63%,0.31%,0.00%,0.00%,0.00%,5.87%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.57%,0.00%,8.31%,0.00%,0.00%,4.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.70%,0.00%,0.00%,0.00%,0.00%,2.78%,0.00%,0.00%,2.62%,0.00%,0.00%,1.58%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.57%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.84%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-01-28,1029495.4518604279,0.00%,3.78%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.09%,0.00%,5.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.36%,2.07%,0.00%,0.00%,0.00%,0.00%,9.68%,0.31%,0.00%,0.00%,0.00%,5.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.60%,0.00%,8.29%,0.00%,0.00%,4.70%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.72%,0.00%,0.00%,0.00%,0.00%,2.76%,0.00%,0.00%,2.59%,0.00%,0.00%,1.58%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.82%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-01-29,1029078.1598014832,0.00%,3.80%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.10%,0.00%,5.19%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.36%,2.06%,0.00%,0.00%,0.00%,0.00%,9.65%,0.31%,0.00%,0.00%,0.00%,5.69%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.61%,0.00%,8.30%,0.00%,0.00%,4.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.69%,0.00%,0.00%,0.00%,0.00%,2.75%,0.00%,0.00%,2.58%,0.00%,0.00%,1.58%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.65%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.89%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-01-30,1027195.5457649231,0.00%,3.95%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.14%,0.00%,5.21%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,2.08%,0.00%,0.00%,0.00%,0.00%,9.48%,0.33%,0.00%,0.00%,0.00%,5.49%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.26%,0.00%,8.44%,0.00%,0.00%,4.67%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.66%,0.00%,0.00%,0.00%,0.00%,2.84%,0.00%,0.00%,2.58%,0.00%,0.00%,1.58%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.75%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.08%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-01-31,1037768.3668842316,0.00%,3.89%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.10%,0.00%,5.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,2.09%,0.00%,0.00%,0.00%,0.00%,9.48%,0.32%,0.00%,0.00%,0.00%,5.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.36%,0.00%,8.41%,0.00%,0.00%,4.54%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.74%,0.00%,0.00%,0.00%,0.00%,2.83%,0.00%,0.00%,2.54%,0.00%,0.00%,1.79%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.51%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.29%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-02-01,1037128.0766983032,0.00%,3.95%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.09%,0.00%,5.14%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,2.05%,0.00%,0.00%,0.00%,0.00%,9.29%,0.33%,0.00%,0.00%,0.00%,5.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.35%,0.00%,8.41%,0.00%,0.00%,4.49%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.75%,0.00%,0.00%,0.00%,0.00%,2.91%,0.00%,0.00%,2.51%,0.00%,0.00%,1.84%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.68%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.23%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-02-04,1034399.7510585785,0.00%,3.97%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.09%,0.00%,5.17%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,2.06%,0.00%,0.00%,0.00%,0.00%,9.41%,0.34%,0.00%,0.00%,0.00%,5.49%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.27%,0.00%,8.38%,0.00%,0.00%,4.53%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.74%,0.00%,0.00%,0.00%,0.00%,2.91%,0.00%,0.00%,2.52%,0.00%,0.00%,1.82%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.49%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.31%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-02-05,1038588.0914306641,0.00%,4.06%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.06%,0.00%,5.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,2.06%,0.00%,0.00%,0.00%,0.00%,9.45%,0.35%,0.00%,0.00%,0.00%,5.53%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.24%,0.00%,8.37%,0.00%,0.00%,4.51%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.78%,0.00%,0.00%,0.00%,0.00%,2.88%,0.00%,0.00%,2.52%,0.00%,0.00%,1.84%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.47%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.27%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-02-06,1041409.7595787048,0.00%,4.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.08%,0.00%,5.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,2.05%,0.00%,0.00%,0.00%,0.00%,9.43%,0.35%,0.00%,0.00%,0.00%,5.59%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.20%,0.00%,8.42%,0.00%,0.00%,4.46%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.78%,0.00%,0.00%,0.00%,0.00%,2.90%,0.00%,0.00%,2.49%,0.00%,0.00%,1.85%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.60%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-02-07,1040445.6692638397,0.00%,3.88%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.08%,0.00%,5.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,2.03%,0.00%,0.00%,0.00%,0.00%,9.55%,0.34%,0.00%,0.00%,0.00%,5.40%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.17%,0.00%,8.44%,0.00%,0.00%,4.44%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.75%,0.00%,0.00%,0.00%,0.00%,2.89%,0.00%,0.00%,2.53%,0.00%,0.00%,1.85%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.62%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.49%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-02-08,1040470.8344516754,0.00%,3.86%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,0.00%,5.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,2.02%,0.00%,0.00%,0.00%,0.00%,9.43%,0.34%,0.00%,0.00%,0.00%,5.45%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.20%,0.00%,8.45%,0.00%,0.00%,4.43%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.78%,0.00%,0.00%,0.00%,0.00%,2.95%,0.00%,0.00%,2.54%,0.00%,0.00%,1.85%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.62%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.58%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-02-11,1041264.4188728333,0.00%,3.95%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2.94%,0.00%,4.97%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,2.03%,0.00%,0.00%,0.00%,0.00%,9.49%,0.34%,0.00%,0.00%,0.00%,5.44%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.24%,0.00%,8.50%,0.00%,0.00%,4.41%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.75%,0.00%,0.00%,0.00%,0.00%,2.94%,0.00%,0.00%,2.56%,0.00%,0.00%,1.82%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.58%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
2019-02-12,1048220.239686966,0.00%,3.91%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3.00%,0.00%,5.02%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.37%,2.05%,0.00%,0.00%,0.00%,0.00%,9.50%,0.34%,0.00%,0.00%,0.00%,5.48%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8.21%,0.00%,8.50%,0.00%,0.00%,4.38%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.71%,0.00%,0.00%,0.00%,0.00%,2.93%,0.00%,0.00%,2.67%,0.00%,0.00%,1.82%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,19.53%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20.47%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
